"Site_Code","x","y","Elevation","Cos.aspect","Slope","Summer.Insolation","DBH.mean","Canopy_openness","Soil.type","Cytotype","geneticSexID","Rock_Unit","pheno.2016.EVImax","pheno.2016.GSL.50","pheno.2016.OGI","pheno.2016.OGMn","pheno.2017.EVImax","pheno.2017.GSL.50","pheno.2017.OGI","pheno.2017.OGMn","pheno.2018.EVImax","pheno.2018.GSL.50","pheno.2018.OGI","pheno.2018.OGMn","pheno.2019.EVImax","pheno.2019.GSL.50","pheno.2019.OGI","pheno.2019.OGMn","sm_q01.X2012","sm_q01.X2013","sm_q01.X2014","sm_q01.X2015","sm_q01.X2016","sm_q01.X2017","sm_q01.X2018","sm_q01.X2019","sm_runs_med_dur.X2012","sm_runs_med_dur.X2013","sm_runs_med_dur.X2014","sm_runs_med_dur.X2015","sm_runs_med_dur.X2016","sm_runs_med_dur.X2017","sm_runs_med_dur.X2018","sm_runs_med_dur.X2019","snowmelt.X2012","snowmelt.X2013","snowmelt.X2014","snowmelt.X2015","snowmelt.X2016","snowmelt.X2017","snowmelt.X2018","snowmelt.X2019","tmax_q99.X2012","tmax_q99.X2013","tmax_q99.X2014","tmax_q99.X2015","tmax_q99.X2016","tmax_q99.X2017","tmax_q99.X2018","tmax_q99.X2019","aspen_cover"
"DWPM",329716.845556329,4313138.54919054,3071.47407745188,-0.977128221128756,22.6912881394139,24.4192123413086,23.1909090909091,3,"Soil","Triploid","M","Igneous intrusive",0.605300009250641,107,136,284,0.606299996376038,107,132,285,0.605499982833862,102,131,284,0.639100015163422,NA,NA,288,0.310500293970108,0.335655331611633,0.366193234920502,0.366500318050385,0.351576149463654,0.349639445543289,0.299459993839264,0.321313887834549,0,0,0,0,0,0,0,0,97.1991958618164,131.744094848633,137.075592041016,113.398399353027,134.397842407227,139.843688964844,118.445854187012,153.099594116211,29.7652702331543,29.7712135314941,29.6882839202881,29.6565437316895,29.7482051849365,29.7192440032959,29.8306922912598,29.7031745910645,0.270775318145752
"DXLWT",323916.638459711,4305132.98708499,3077.17019004923,-0.961299044897547,21.9268986699688,24.2471294403076,12.8,2,"Soil","Triploid","M","Sandstone or conglomerate or siltstone",0.540600001811981,119,134,297,0.491499990224838,NA,NA,NA,0.500100016593933,NA,135,NA,0.552600026130676,NA,NA,310,0.0817584991455078,0.077379122376442,0.0793442279100418,0.0840290710330009,0.0774470344185829,0.0772673562169075,0.082132026553154,0.0766135081648827,148.465744018555,46,75.3259506225586,97.3086090087891,48.4872589111328,94.3846282958984,83.7057266235352,5.03435039520264,115.79541015625,145,157.086273193359,143.775939941406,150.186828613281,157.086273193359,127.287399291992,162.676467895508,29.826229095459,29.8339195251465,29.8397178649902,29.7331809997559,29.8089542388916,29.8307762145996,29.9145240783691,29.7880592346191,0.663638889789581
"DXOR",324586.129251279,4308746.69018473,2802.94639711389,-0.562415290192493,12.8007887107766,21.6697082519531,20.5727272727273,3,"Soil","Triploid","F","Quaternary deposit",0.602500021457672,103,137,280,0.578800022602081,102,135,281,0.59689998626709,101,129,275,0.574899971485138,107,151,286,0.28920379281044,0.299519419670105,0.352698177099228,0.341228872537613,0.343661546707153,0.357164323329926,0.283849984407425,0.317315876483917,0,0,0,0,0,0,0,0,101.587310791016,128.430450439453,133,113,120.440483093262,131.293655395508,115.293655395508,144.669403076172,29.8531341552734,29.8636932373047,29.8219909667969,29.7500610351562,29.8321266174316,29.84348487854,29.9406833648682,29.8106651306152,0.489862024784088
"EBUVG",328272.011009622,4309492.07686899,3090.57368303497,0.143762806071284,30.2081042798887,17.2999496459961,12,3,"Talus","Triploid","F","Quaternary deposit",0.560199975967407,95,141,280,0.52920001745224,99,137,278,0.514299988746643,93,138,265,0.599799990653992,94,145,282,0.0900805965065956,0.0828882455825806,0.0859226509928703,0.0892464146018028,0.0839070901274681,0.0857089981436729,0.0910694748163223,0.0814347118139267,8.28081226348877,42.0109062194824,7.42801332473755,1.71078658103943,30.4577350616455,57.3921012878418,10.8217067718506,155.37321472168,101.057060241699,127.231201171875,133,113,133.057052612305,130.514053344727,117.057060241699,149.356658935547,29.9251594543457,29.9341239929199,29.8898067474365,29.8214054107666,29.9110298156738,29.9137325286865,30.0073947906494,29.8887367248535,0.289254009723663
"ECGX",322015.764809256,4303664.23784534,3024.18637079978,-0.67542467982283,11.7088818609599,22.0863018035889,21.01,3,"Soil","Triploid","F","Quaternary deposit",0.489399999380112,104,144,296,0.470600008964539,NA,NA,285,0.449400007724762,110,139,288,0.511900007724762,NA,NA,289,0.240541055798531,0.237012714147568,0.271499335765839,0.290404170751572,0.288870275020599,0.26718932390213,0.214280396699905,0.235814988613129,0,0,0,0,0,0,0,0,122.737518310547,143.538986206055,156.888259887695,131.746383666992,140.128646850586,152.407745361328,129.868759155273,166.072769165039,29.7463417053223,29.7555198669434,29.7462425231934,29.6588802337646,29.7403354644775,29.7529258728027,29.8321475982666,29.7041893005371,0.543978095054626
"EECZ",324657.05764231,4308619.82073771,2796.05783976381,-0.986444718046836,15.820480198964,23.6643562316895,22.6090909090909,4,"Scree","Triploid","F","Quaternary deposit",0.665300011634827,108,131,279,0.624300003051758,103,130,279,0.631399989128113,106,126,273,0.636099994182587,107,151,287,0.280514389276505,0.292605400085449,0.35016405582428,0.335000962018967,0.338780105113983,0.3572638630867,0.27498134970665,0.311070680618286,0,0,0,0,0,0,0,0,104.24382019043,127.440078735352,133,113,122.432861328125,132.62190246582,116.621910095215,147.723358154297,29.8596305847168,29.8701667785645,29.8308353424072,29.7567195892334,29.8378505706787,29.8507480621338,29.9467887878418,29.8177890777588,0.818131148815155
"EFMD",329868.468139199,4313214.02663161,3121.91548676644,-0.989235623368073,28.1227639026118,25.1826400756836,27.8363636363636,3,"Talus","Triploid",NA,"Quaternary deposit",0.627300024032593,NA,NA,NA,0.629899978637695,NA,NA,283,0.5935999751091,89,141,274,0.694500029087067,92,149,286,0.294552624225616,0.31549921631813,0.346192359924316,0.34734633564949,0.335007071495056,0.330788522958755,0.281968235969543,0.305208802223206,0,0,0,0,0,0,0,0,103.47802734375,131.496353149414,139.862594604492,125.9560546875,135.491271972656,142.735366821289,120.244094848633,156.239013671875,29.7545967102051,29.7605400085449,29.6770572662354,29.6464080810547,29.7370567321777,29.7066688537598,29.8190212249756,29.6914215087891,0.313936740159988
"EFNK",327064.377402713,4310119.56144115,3038.99451288448,-0.696717657158855,15.0363547892367,22.2402687072754,29.1636363636364,3,"Soil","Triploid","M","Quaternary talus / rock glacier",0.588299989700317,98,146,287,0.566799998283386,100,146,290,0.568700015544891,110,136,289,0.600000023841858,106,144,294,0.160149604082108,0.146109700202942,0.154658868908882,0.181887686252594,0.168415307998657,0.157367780804634,0.125101581215858,0.13037770986557,45.0458831787109,35.5644111633301,31.3696022033691,93.9549331665039,40.8611526489258,73.8876266479492,16.2535400390625,67.5622177124023,107.845169067383,131.835662841797,142.651321411133,122.885887145996,131.827667236328,144.98762512207,121,153.004379272461,29.8771629333496,29.8869781494141,29.8326606750488,29.7721099853516,29.8621940612793,29.8612670898438,29.9619998931885,29.8348751068115,0.358688592910767
"EHCTY",330178.773937984,4312565.00688904,2946.17116479124,-0.807555060501268,14.0122019770334,22.3837947845459,28.0727272727273,2,"Soil","Triploid","M","Quaternary deposit",0.651099979877472,NA,NA,281,0.658200025558472,92,137,280,0.641799986362457,85,132,276,0.671299993991852,92,140,294,0.30448967218399,0.320672482252121,0.353191792964935,0.361468344926834,0.353349536657333,0.346268534660339,0.294701874256134,0.319091022014618,0,0,0,0,0,0,0,0,97,123.54167175293,137,113,129,134.083343505859,113,146.477478027344,29.7873344421387,29.7936592102051,29.7184391021729,29.6822967529297,29.7697811126709,29.7444820404053,29.8520622253418,29.7245178222656,0.188299387693405
"EIQV",322063.545860529,4303588.46762137,2992.48793874626,-0.889012177337982,23.6242099824152,24.1600322723389,19.5363636363636,3,"Soil","Triploid","F","Quaternary deposit",0.574899971485138,NA,NA,287,0.585099995136261,NA,NA,272,0.52130001783371,111,130,286,0.612299978733063,101,140,289,0.239386036992073,0.236028432846069,0.271628618240356,0.291745603084564,0.289748579263687,0.267308205366135,0.21378618478775,0.235741630196571,0,0,0,0,0,0,0,0,125.106155395508,142.006103515625,156.432952880859,137.134262084961,140.598114013672,152.059173583984,131.053085327148,166.314590454102,29.7495079040527,29.7585697174072,29.7514152526855,29.6620788574219,29.7431678771973,29.7562351226807,29.8353824615479,29.7077236175537,0.513374388217926
"EKXF",321964.197685791,4303687.40512076,3026.30119438162,-0.729379918455853,9.7528049912972,21.3136901855469,31.4090909090909,3,"Soil","Triploid","M","Quaternary deposit",0.491200000047684,90,146,267,0.462199985980988,NA,NA,283,0.43529999256134,105,140,288,0.509999990463257,95,158,294,0.239515617489815,0.23593644797802,0.27033406496048,0.288677424192429,0.286995768547058,0.265622943639755,0.213049307465553,0.23423345386982,0,0,0,0,0,0,0,0,122.118682861328,144.046051025391,157.131439208984,130.426895141602,139.854919433594,152.605392456055,129.559341430664,165.920639038086,29.7448883056641,29.7541255950928,29.7439479827881,29.6574306488037,29.7390480041504,29.7514228820801,29.8306541442871,29.7025814056396,0.362182110548019
"EMSA",327054.332453437,4309938.00250109,2994.38105949413,-0.724775531333186,20.0646966427962,22.8721561431885,13.5363636363636,4,"Soil","Triploid",NA,"Quaternary talus / rock glacier",0.6007000207901,95,146,289,0.594399988651276,107,146,292,0.577899992465973,112,140,297,0.57940000295639,NA,NA,311,0.147820755839348,0.132943898439407,0.138832107186317,0.163201376795769,0.149796798825264,0.141358628869057,0.116022504866123,0.119160935282707,25.1959533691406,32.9214096069336,18.4238471984863,93.0376281738281,38.3139801025391,67.9581069946289,10.6581182479858,94.7669830322266,108.829978942871,133.24169921875,143.927658081055,130.545654296875,133.24169921875,141.888549804688,120.588287353516,153,29.8820133209229,29.8918724060059,29.8398494720459,29.7772579193115,29.8665962219238,29.8671073913574,29.9669494628906,29.8406066894531,0.275548756122589
"EOAU",329744.504951902,4313214.98913182,3114.21489403168,-0.97438086009569,26.2916710176909,24.9865837097168,18.9,3,"Soil","Triploid","M","Quaternary deposit",0.643199980258942,NA,NA,281,0.637600004673004,99,136,282,0.637600004673004,91,137,274,0.651199996471405,NA,NA,288,0.302428275346756,0.327318787574768,0.358969897031784,0.359328418970108,0.34447181224823,0.340456545352936,0.288884967565536,0.312078893184662,0,0,0,0,0,0,0,0,100.018188476562,132.747619628906,138.327270507812,119.03638458252,135.446533203125,142.256713867188,119.810188293457,154.509094238281,29.7596778869629,29.7655944824219,29.681957244873,29.6509208679199,29.7424583435059,29.7126865386963,29.8247470855713,29.697193145752,0.339558035135269
"EQIB",326964.382558108,4309989.49401275,2985.25878620945,-0.621736383373565,17.3387768570459,22.1372776031494,20.07,3,"Soil","Triploid","M","Quaternary talus / rock glacier",0.605599999427795,96,144,279,0.591400027275085,99,145,282,0.56029999256134,97,141,281,0.611100018024445,97,146,293,0.161919713020325,0.146188125014305,0.153610661625862,0.181927546858788,0.167538821697235,0.156712278723717,0.124205075204372,0.129748612642288,21.3545360565186,31.1908340454102,15.8954601287842,100.098014831543,37.8295631408691,66.5981216430664,9.18891429901123,83.7219085693359,110.228698730469,134.403472900391,146.752944946289,133.845413208008,134.403472900391,142.891983032227,120.825225830078,153,29.8778343200684,29.8877754211426,29.8347721099854,29.7729797363281,29.8624477386475,29.8625240325928,29.9630336761475,29.835958480835,0.113923765718937
"ERNAK",322771.324416801,4311112.26191189,2868.29192506148,-0.906664298826898,36.3068635968215,25.3620319366455,17.5727272727273,2,"Soil","Diploid","M","Shale or limestone",0.575699985027313,109,130,291,0.559499979019165,107,138,289,0.560899972915649,108,124,293,0.608500003814697,105,143,308,0.321667224168777,0.325294405221939,0.35500556230545,0.353710979223251,0.345725536346436,0.350819379091263,0.321422278881073,0.334007173776627,0,0,0,0,0,0,0,0,115.922080993652,144.487106323242,150.077911376953,141.162780761719,136.674438476562,153,129,161,29.7825012207031,29.7915802001953,29.7020874023438,29.6674766540527,29.7684516906738,29.7495574951172,29.8768863677979,29.7288913726807,0.341997534036636
"EXFO",327121.051456847,4310093.36027813,3044.11190052403,-0.721417034440072,15.5069741982785,22.3750114440918,24.2545454545455,3,"Soil","Triploid","M","Quaternary talus / rock glacier",0.61379998922348,99,147,299,0.59579998254776,104,143,301,0.578100025653839,110,137,296,0.612999975681305,NA,NA,322,0.151357084512711,0.137915879487991,0.14555586874485,0.170305371284485,0.157474264502525,0.147890403866768,0.120064310729504,0.123853094875813,46.840404510498,36.4742317199707,32.5526580810547,90.0547637939453,41.086742401123,74.5406188964844,17.6286354064941,73.3736114501953,106.881401062012,131.222076416016,141.202331542969,120.920265197754,131.222076416016,144.516342163086,120.659324645996,153,29.8796539306641,29.8894138336182,29.8356266021729,29.7746524810791,29.8646812438965,29.8639717102051,29.9643096923828,29.83762550354,0.40240740776062
"EXIMR",326399.377938668,4312460.89500215,3148.69177665196,-0.882960041625945,21.0063701220082,23.6023807525635,19.7272727272727,3,"Talus","Triploid","M","Quaternary talus / rock glacier",0.57940000295639,102,150,288,0.571900010108948,NA,NA,289,0.567300021648407,98,139,283,0.588500022888184,NA,NA,325,0.101265266537666,0.0909362807869911,0.0862489715218544,0.0933227762579918,0.0861008912324905,0.0873621106147766,0.0886893272399902,0.0824048221111298,42.7809295654297,31.208215713501,11.0222015380859,32.5179405212402,54.3307609558105,95.999397277832,85.520393371582,5.63882255554199,121,137.223754882812,153.201583862305,153,137.626922607422,153.212677001953,129,161.618392944336,29.7804298400879,29.7909278869629,29.7027244567871,29.6707401275635,29.7710990905762,29.7497062683105,29.8690433502197,29.7261867523193,0.515310168266296
"EYFLW",320048.700152335,4314076.01091709,2956.15961656303,-0.81690628898,28.67536759174,24.0431041717529,20.6818181818182,3,"Talus","Diploid",NA,"Quaternary talus / rock glacier",0.481599986553192,NA,NA,289,0.471399992704391,NA,NA,291,0.449000000953674,98,142,288,0.5067999958992,NA,NA,284,0.270819067955017,0.278660476207733,0.310098052024841,0.308860152959824,0.318519860506058,0.320044845342636,0.269782483577728,0.304700165987015,0,0,0,0,0,0,0,0,130.773101806641,154.802810668945,162.79621887207,154.809387207031,156.59245300293,170.779693603516,145,174.36555480957,29.6378879547119,29.6401252746582,29.5141754150391,29.4989223480225,29.6294498443604,29.5733737945557,29.7335147857666,29.5757865905762,0.207203701138496
"FAMLP",321419.584768081,4303443.39818812,3047.18707736466,-0.997015820051389,17.518839410235,24.3425807952881,10.5272727272727,2,"Talus","Triploid","M","Quaternary deposit",0.547500014305115,90,146,279,0.566900014877319,NA,NA,282,0.514999985694885,94,142,279,0.560800015926361,NA,NA,284,0.174311891198158,0.172792449593544,0.219396382570267,0.235787138342857,0.220795348286629,0.198411896824837,0.149641424417496,0.162053138017654,6.37239360809326,15.5354356765747,4,0,5.5,12,46.2657470703125,4.63456535339355,128.69172668457,145,155.674285888672,143.827102661133,155.674285888672,153,128.135375976562,171.969802856445,29.7277584075928,29.7378597259521,29.7188377380371,29.6411247253418,29.7245426177979,29.7339782714844,29.8120021820068,29.6842041015625,0.360718816518784
"FBFZ",324756.45713301,4308720.51638888,2831.86337235855,-0.582803890831818,17.9004083916745,21.7736930847168,21.6,5,"Soil","Triploid","F","Quaternary deposit",0.591600000858307,103,138,278,0.572399973869324,108,142,287,0.584699988365173,118,136,286,0.575399994850159,NA,NA,290,0.279821157455444,0.291763365268707,0.343924760818481,0.333957761526108,0.337667793035507,0.35013011097908,0.270248979330063,0.307058215141296,0,0,0,0,0,0,0,0,101.837303161621,128.270553588867,133,113,117.362663269043,129.806213378906,113.806213378906,141,29.8620147705078,29.8726539611816,29.8325080871582,29.7587242126465,29.84006690979,29.8523502349854,29.9493312835693,29.8201961517334,0.621934592723846
"FBPJG",322577.079217201,4311538.47718857,2972.55716350854,-0.402664057105941,30.115594575124,20.9769954681396,22.2909090909091,2,"Soil","Triploid","F","Shale or limestone",0.671700000762939,103,134,281,0.631500005722046,102,138,285,0.622099995613098,94,133,279,0.668799996376038,108,139,288,0.310613393783569,0.316205561161041,0.338502794504166,0.346937507390976,0.346296072006226,0.34743332862854,0.3033726811409,0.320417702198029,0,0,0,0,0,0,0,0,114.441711425781,145,147.773910522461,141.432067871094,137.576095581055,153,130.441711425781,162.441711425781,29.7873420715332,29.7959747314453,29.6995506286621,29.668773651123,29.7723960876465,29.7491416931152,29.882568359375,29.7326164245605,0.207816660404205
"FDHW",327021.41833039,4310059.04263376,3015.03465133936,-0.666248476070426,20.821879517594,22.6841926574707,28.3818181818182,4,"Soil","Triploid","M","Quaternary talus / rock glacier",0.597000002861023,100,142,280,0.58160001039505,99,144,282,0.573899984359741,100,139,277,0.649600028991699,98,145,288,0.161461427807808,0.146573424339294,0.154637634754181,0.182508766651154,0.168569549918175,0.157559767365456,0.12495431303978,0.130418077111244,32.2987823486328,33.3786582946777,23.0469303131104,96.2660598754883,39.2288398742676,69.9947052001953,12.4764432907104,75.655387878418,109.034378051758,133.416549682617,145.309188842773,129.123565673828,133.416549682617,143.952178955078,120.617835998535,153,29.8774833679199,29.8873653411865,29.8336982727051,29.7725315093994,29.8623104095459,29.8618812561035,29.9625091552734,29.8354034423828,0.300516039133072
"FGWLJ",327998.972211553,4309461.6605563,3109.43937652083,-0.96768695497158,26.2381436298449,25.135009765625,19.6181818181818,4,"Talus","Triploid","M","Igneous intrusive",0.612999975681305,105,140,288,0.588699996471405,103,144,284,0.59579998254776,100,135,284,0.610899984836578,100,154,327,0.0919651687145233,0.0846263319253922,0.0878002271056175,0.0911991223692894,0.0859181061387062,0.0876645818352699,0.0923614129424095,0.0831767395138741,8.68577194213867,41.4348983764648,7.48415470123291,1.95058715343475,32.2942314147949,57.1921005249023,4.73480749130249,152.883377075195,97.2845230102539,128.824768066406,133,113,129.284530639648,133.666320800781,113.284523010254,148.42626953125,29.9195671081543,29.9287567138672,29.8843898773193,29.8158226013184,29.9049110412598,29.9081077575684,30.0024566650391,29.8827476501465,0.647428393363953
"FJCT",327074.549270134,4309989.82523634,3012.81509817239,-0.725372971454383,18.4509490801091,22.7600631713867,25.1545454545455,4,"Soil","Triploid","M","Quaternary talus / rock glacier",0.630699992179871,105,144,289,0.619899988174438,110,145,293,0.61080002784729,111,139,291,0.654900014400482,105,145,300,0.150237008929253,0.135864272713661,0.14256589114666,0.167359575629234,0.154118537902832,0.145062386989594,0.118232376873493,0.121783338487148,32.3190269470215,34.1729049682617,23.075122833252,91.5674743652344,39.2259063720703,70.1387176513672,13.0154829025269,86.1035842895508,108.154281616211,132.871841430664,143.712371826172,127.896476745605,132.871841430664,142.937393188477,120.282440185547,153,29.8809013366699,29.8907318115234,29.8379859924316,29.776050567627,29.8656616210938,29.8656826019287,29.9657497406006,29.8392391204834,0.351568818092346
"FJPN",329766.691162199,4313238.67202997,3126.02214511289,-0.977623555283787,26.862786491393,24.9802761077881,17.8363636363636,2,"Talus","Triploid","M","Quaternary deposit",0.634299993515015,NA,NA,NA,0.641600012779236,93,141,281,0.620299994945526,86,141,273,0.68010002374649,89,146,286,0.297146320343018,0.321372598409653,0.353332132101059,0.353826552629471,0.339306980371475,0.334334492683411,0.282608777284622,0.306331604719162,0,0,0,0,0,0,0,0,102.232727050781,132.720428466797,139.424438476562,123.465461730957,135.976470947266,143.336791992188,120.360321044922,155.616363525391,29.7562446594238,29.7621517181396,29.6781826019287,29.6475467681885,29.7389106750488,29.7086582183838,29.8210563659668,29.6934776306152,0.345859885215759
"FLOA",321987.706948156,4303613.26830225,3012.21651811476,-0.984777639067057,18.7602603470514,24.272388458252,23.7454545454545,4,"Soil","Triploid","M","Quaternary deposit",0.569000005722046,102,140,289,0.563399970531464,NA,NA,282,0.51639997959137,108,137,286,0.578299999237061,96,145,288,0.233128294348717,0.22984816133976,0.266153663396835,0.285263538360596,0.282095372676849,0.260055810213089,0.207328751683235,0.228103637695312,0,0,0,0,0,0,0,0,125.066665649414,142.489852905273,157.447036743164,139.785919189453,140.177139282227,152.523193359375,131.033325195312,166.400665283203,29.7458953857422,29.75510597229,29.74587059021,29.6585350036621,29.74001121521,29.7525177001953,29.8315887451172,29.7037715911865,0.408890753984451
"FLVQR",324702.542541522,4308988.70412329,2875.44549478521,-0.99767492330088,21.4353590520534,24.5326881408691,12.7636363636364,3,"Talus","Triploid","M","Quaternary deposit",0.520600020885468,111,139,296,0.490299999713898,110,143,291,0.520299971103668,112,133,297,0.512499988079071,106,153,331,0.29506453871727,0.303559094667435,0.345645517110825,0.344398438930511,0.345970094203949,0.346649080514908,0.284237116575241,0.317020565271378,0,0,0,0,0,0,0,0,124.624382019043,127.044738769531,133,113,121.978393554688,131.648803710938,115.648803710938,141,29.8517456054688,29.8624629974365,29.818078994751,29.7480812072754,29.8310585021973,29.8405647277832,29.9397773742676,29.8088874816895,0.586613595485687
"FOASS01",327697.067069122,4316373.37831403,3129.17757270217,-0.38956076055514,25.4628758671476,21.1842365264893,21.0555555555556,3,"Soil","Diploid",NA,"Quaternary talus / rock glacier",0.601000010967255,NA,NA,284,0.585500001907349,NA,NA,280,0.581900000572205,87,139,274,0.568300008773804,NA,NA,281,0.188958674669266,0.199345156550407,0.237384960055351,0.241853579878807,0.230133667588234,0.245493143796921,0.194265782833099,0.219403624534607,0,0,0,0,0,0,0,0,125.344253540039,142.21533203125,158.21533203125,148.822982788086,142.504043579102,155.172134399414,137,167.375106811523,29.6161079406738,29.6196327209473,29.4927101135254,29.4859313964844,29.5972194671631,29.5390071868896,29.6841945648193,29.5445823669434,0.205472528934479
"FOIQ",326942.237074156,4310087.29188695,3000.83742647938,-0.616105673929648,20.9440120167149,22.4554786682129,17.2,3,"Soil","Triploid","M","Quaternary talus / rock glacier",0.624599993228912,95,144,279,0.620100021362305,95,142,280,0.592000007629395,96,137,276,0.674600005149841,97,142,286,0.170666709542274,0.155177816748619,0.164226993918419,0.194672480225563,0.180083632469177,0.167539820075035,0.130282685160637,0.137285947799683,27.8731250762939,32.0556373596191,20.1467037200928,100.417907714844,38.6660575866699,68.544792175293,10.8646125793457,69.8568649291992,109.993034362793,134.162368774414,147.048858642578,131.450744628906,134.162368774414,144.448211669922,120.830657958984,153,29.8749885559082,29.8849239349365,29.8307247161865,29.7699851989746,29.8598213195801,29.8591709136963,29.9601993560791,29.8326511383057,0.159955561161041
"FOOOT01",326073.071861404,4317796.73796577,2992.44799602026,-0.845214804017506,17.8387459167787,23.1579074859619,16.6909090909091,3,"Soil","Triploid","M","Shale or limestone",0.531499981880188,NA,NA,274,0.540300011634827,NA,NA,276,0.549700021743774,83,138,266,0.562399983406067,92,141,283,0.266532301902771,0.293404906988144,0.364160448312759,0.356971114873886,0.333360910415649,0.375483691692352,0.27792564034462,0.314160138368607,0,0,0,0,0,0,0,0,125.195442199707,142.902282714844,156.566162109375,159.426605224609,145.357284545898,158.391891479492,134.749176025391,165.433837890625,29.6208744049072,29.6219692230225,29.48388671875,29.4772548675537,29.6011905670166,29.5378513336182,29.7003173828125,29.5473213195801,0.101102776825428
"FOWCL",322367.560685389,4303750.67801102,2991.52653916651,-0.850082791601521,5.08566317555027,21.1482601165771,15.68,5,"Soil","Triploid","M","Quaternary deposit",0.407299995422363,NA,NA,NA,0.395500004291534,NA,NA,268,0.399199992418289,NA,NA,267,0.38170000910759,NA,NA,277,0.277974605560303,0.274159550666809,0.300194561481476,0.322852522134781,0.329880386590958,0.307132214307785,0.250147521495819,0.276631057262421,0,0,0,0,0,0,0,0,118.07398223877,141.604064941406,149.938751220703,109.741439819336,137.605133056641,146.542816162109,125.703796386719,161.234954833984,29.75905418396,29.7677116394043,29.7644004821777,29.6710472106934,29.7512454986572,29.7657890319824,29.8456726074219,29.7178554534912,0.270818829536438
"FOZN",324633.513379583,4308614.41346227,2792.05294204099,-0.784452004877246,20.4815683454263,23.2428932189941,25.4090909090909,5,"Soil","Triploid","F","Quaternary deposit",0.665300011634827,108,131,279,0.624300003051758,103,130,279,0.631399989128113,106,126,273,0.636099994182587,107,151,287,0.280514389276505,0.292605400085449,0.35016405582428,0.335000962018967,0.338780105113983,0.3572638630867,0.27498134970665,0.311070680618286,0,0,0,0,0,0,0,0,104.24382019043,127.440078735352,133,113,122.432861328125,132.62190246582,116.621910095215,147.723358154297,29.8596305847168,29.8701667785645,29.8308353424072,29.7567195892334,29.8378505706787,29.8507480621338,29.9467887878418,29.8177890777588,0.818131148815155
"FPLA",326972.320047534,4310035.08972152,2997.51971452048,-0.637521594117651,22.5401513578924,22.6388149261475,26.1454545454545,3,"Soil","Triploid","M","Quaternary talus / rock glacier",0.612399995326996,99,144,282,0.597800016403198,102,145,286,0.567600011825562,104,140,285,0.636799991130829,97,145,292,0.161797255277634,0.146486908197403,0.154249861836433,0.182368442416191,0.168202310800552,0.157265961170197,0.124654941260815,0.130172073841095,26.5813331604004,32.2801704406738,19.3117294311523,98.0039367675781,38.4975242614746,68.22802734375,10.7714824676514,79.6919784545898,109.631546020508,133.984710693359,146.180450439453,131.671234130859,133.984710693359,143.422088623047,120.646835327148,153,29.8776550292969,29.8875675201416,29.8342323303223,29.7727546691895,29.862377166748,29.8622016906738,29.9627685546875,29.8356781005859,0.231016978621483
"FQPU",322043.312175326,4303537.97722956,2972.96735502636,-0.996469783903613,20.4958830113627,24.0914287567139,16.7090909090909,2,"Soil","Triploid","F","Quaternary deposit",0.514599978923798,99,138,285,0.497999995946884,NA,NA,281,0.476599991321564,104,135,282,0.556599974632263,95,144,285,0.234333008527756,0.231130495667458,0.267849445343018,0.287951558828354,0.284872114658356,0.262278467416763,0.208966180682182,0.230329096317291,0,0,0,0,0,0,0,0,126.826393127441,141.475708007812,156.699645996094,141.119674682617,140.072006225586,152.388900756836,131.913192749023,165.921829223633,29.7487335205078,29.757833480835,29.7504062652588,29.6613712310791,29.7425289154053,29.7554664611816,29.8345184326172,29.7069187164307,0.435912668704987
"FSCP",324765.610329222,4308742.06596877,2840.94598254336,-0.662247020933943,14.851295453505,22.0995674133301,29.2909090909091,4,"Soil","Triploid","M","Quaternary deposit",0.591600000858307,103,138,278,0.572399973869324,108,142,287,0.584699988365173,118,136,286,0.575399994850159,NA,NA,290,0.279821157455444,0.291763365268707,0.343924760818481,0.333957761526108,0.337667793035507,0.35013011097908,0.270248979330063,0.307058215141296,0,0,0,0,0,0,0,0,101.837303161621,128.270553588867,133,113,117.362663269043,129.806213378906,113.806213378906,141,29.8620147705078,29.8726539611816,29.8325080871582,29.7587242126465,29.84006690979,29.8523502349854,29.9493312835693,29.8201961517334,0.621934592723846
"FSPC",327061.80532962,4309962.38925871,3004.14014963452,-0.728988951455998,16.7798471068641,22.563175201416,21.2,4,"Soil","Triploid","M","Quaternary talus / rock glacier",0.618499994277954,102,144,299,0.606000006198883,107,146,299,0.595000028610229,111,139,299,0.615899980068207,105,145,315,0.147702932357788,0.133247271180153,0.139476746320724,0.163648769259453,0.150466695427895,0.141917929053307,0.116475634276867,0.119588226079941,29.7178993225098,33.8752670288086,21.3796367645264,91.1581268310547,38.8917846679688,69.3702011108398,12.2380447387695,90.7371826171875,108.232833862305,132.938125610352,143.585586547852,128.65950012207,132.938125610352,142.418655395508,120.294700622559,153,29.8818397521973,29.8916683197021,29.8393154144287,29.7770347595215,29.866527557373,29.8667850494385,29.9666862487793,29.8403282165527,0.30952376127243
